	Feature_Name	Phenotypic_Class	ML_coefficient
0	CP__AreaShape_Area	ADCCM	0.0074303064683455934
1	CP__AreaShape_Area	Anaphase	-0.016176326179089213
2	CP__AreaShape_Area	Apoptosis	-0.019217305207136538
3	CP__AreaShape_Area	Binuclear	0.02904042679108744
4	CP__AreaShape_Area	Elongated	-0.038218566410820165
5	CP__AreaShape_Area	Grape	-0.01756772147674377
6	CP__AreaShape_Area	Hole	-0.04751412339420407
7	CP__AreaShape_Area	Interphase	-0.03787791233039013
8	CP__AreaShape_Area	Large	0.12474943509365177
9	CP__AreaShape_Area	Metaphase	-0.003695974070979418
10	CP__AreaShape_Area	MetaphaseAlignment	0.031337031747926146
11	CP__AreaShape_Area	OutOfFocus	0.0847806192105704
12	CP__AreaShape_Area	Polylobed	0.05169650875782189
13	CP__AreaShape_Area	Prometaphase	-0.031430141268819003
14	CP__AreaShape_Area	SmallIrregular	-0.09343596500740302
15	CP__AreaShape_BoundingBoxArea	ADCCM	0.030234582011693902
16	CP__AreaShape_BoundingBoxArea	Anaphase	-0.020774037711500104
17	CP__AreaShape_BoundingBoxArea	Apoptosis	-0.014010187007985802
18	CP__AreaShape_BoundingBoxArea	Binuclear	0.014771122415772915
19	CP__AreaShape_BoundingBoxArea	Elongated	-0.014538744347160876
20	CP__AreaShape_BoundingBoxArea	Grape	-0.008981328275876827
21	CP__AreaShape_BoundingBoxArea	Hole	-0.056321438282878444
22	CP__AreaShape_BoundingBoxArea	Interphase	-0.04613785711821596
23	CP__AreaShape_BoundingBoxArea	Large	0.10587459346827756
24	CP__AreaShape_BoundingBoxArea	Metaphase	-0.04262572593671461
25	CP__AreaShape_BoundingBoxArea	MetaphaseAlignment	0.01958981233260825
26	CP__AreaShape_BoundingBoxArea	OutOfFocus	0.11005264495113196
27	CP__AreaShape_BoundingBoxArea	Polylobed	0.0802882683945835
28	CP__AreaShape_BoundingBoxArea	Prometaphase	-0.022294663334701266
29	CP__AreaShape_BoundingBoxArea	SmallIrregular	-0.1164540843000658
30	CP__AreaShape_BoundingBoxMaximum_X	ADCCM	-0.02631381265589933
31	CP__AreaShape_BoundingBoxMaximum_X	Anaphase	-0.003890737319517765
32	CP__AreaShape_BoundingBoxMaximum_X	Apoptosis	-1.200758914223691e-07
33	CP__AreaShape_BoundingBoxMaximum_X	Binuclear	-0.03676446460816441
34	CP__AreaShape_BoundingBoxMaximum_X	Elongated	0.008423173791696083
35	CP__AreaShape_BoundingBoxMaximum_X	Grape	0.0
36	CP__AreaShape_BoundingBoxMaximum_X	Hole	-0.0068827514582517615
37	CP__AreaShape_BoundingBoxMaximum_X	Interphase	0.02826194091377936
38	CP__AreaShape_BoundingBoxMaximum_X	Large	0.07601046064873132
39	CP__AreaShape_BoundingBoxMaximum_X	Metaphase	-0.0010467369334578086
40	CP__AreaShape_BoundingBoxMaximum_X	MetaphaseAlignment	-0.006582414918908951
41	CP__AreaShape_BoundingBoxMaximum_X	OutOfFocus	-0.023580003497309935
42	CP__AreaShape_BoundingBoxMaximum_X	Polylobed	-0.04159418038714603
43	CP__AreaShape_BoundingBoxMaximum_X	Prometaphase	-0.021190381490695513
44	CP__AreaShape_BoundingBoxMaximum_X	SmallIrregular	0.08939259363140746
45	CP__AreaShape_BoundingBoxMaximum_Y	ADCCM	-0.1567409986883489
46	CP__AreaShape_BoundingBoxMaximum_Y	Anaphase	-0.036298299477192146
47	CP__AreaShape_BoundingBoxMaximum_Y	Apoptosis	-0.011066935866170729
48	CP__AreaShape_BoundingBoxMaximum_Y	Binuclear	-0.009130407452845801
49	CP__AreaShape_BoundingBoxMaximum_Y	Elongated	-0.018256517298465096
50	CP__AreaShape_BoundingBoxMaximum_Y	Grape	-0.02279993418204145
51	CP__AreaShape_BoundingBoxMaximum_Y	Hole	-0.05088525361100627
52	CP__AreaShape_BoundingBoxMaximum_Y	Interphase	0.08774682718467228
53	CP__AreaShape_BoundingBoxMaximum_Y	Large	-0.04550230898025143
54	CP__AreaShape_BoundingBoxMaximum_Y	Metaphase	-0.045649146132244675
55	CP__AreaShape_BoundingBoxMaximum_Y	MetaphaseAlignment	0.04625182116254541
56	CP__AreaShape_BoundingBoxMaximum_Y	OutOfFocus	-0.05778556290855451
57	CP__AreaShape_BoundingBoxMaximum_Y	Polylobed	0.1016298619216514
58	CP__AreaShape_BoundingBoxMaximum_Y	Prometaphase	0.1384214771211595
59	CP__AreaShape_BoundingBoxMaximum_Y	SmallIrregular	0.10905031372953469
60	CP__AreaShape_BoundingBoxMinimum_X	ADCCM	-0.027054233927270493
61	CP__AreaShape_BoundingBoxMinimum_X	Anaphase	-0.0027828965999855755
62	CP__AreaShape_BoundingBoxMinimum_X	Apoptosis	-1.2207837591065274e-07
63	CP__AreaShape_BoundingBoxMinimum_X	Binuclear	-0.0361237503140174
64	CP__AreaShape_BoundingBoxMinimum_X	Elongated	0.008571006692283955
65	CP__AreaShape_BoundingBoxMinimum_X	Grape	0.0
66	CP__AreaShape_BoundingBoxMinimum_X	Hole	-0.0052589036161164605
67	CP__AreaShape_BoundingBoxMinimum_X	Interphase	0.027815659194208926
68	CP__AreaShape_BoundingBoxMinimum_X	Large	0.07601684310394755
69	CP__AreaShape_BoundingBoxMinimum_X	Metaphase	-0.0003591438988236747
70	CP__AreaShape_BoundingBoxMinimum_X	MetaphaseAlignment	-0.006591581012695665
71	CP__AreaShape_BoundingBoxMinimum_X	OutOfFocus	-0.023664207751844593
72	CP__AreaShape_BoundingBoxMinimum_X	Polylobed	-0.04353483138426502
73	CP__AreaShape_BoundingBoxMinimum_X	Prometaphase	-0.022554094676463257
74	CP__AreaShape_BoundingBoxMinimum_X	SmallIrregular	0.08905506836944008
75	CP__AreaShape_BoundingBoxMinimum_Y	ADCCM	-0.15697103835463502
76	CP__AreaShape_BoundingBoxMinimum_Y	Anaphase	-0.03616999803544846
77	CP__AreaShape_BoundingBoxMinimum_Y	Apoptosis	-0.009764997863058887
78	CP__AreaShape_BoundingBoxMinimum_Y	Binuclear	-0.012838829891442641
