	label	index
0	holdout	4186
1	holdout	4187
2	holdout	4188
3	holdout	4189
4	holdout	107
5	holdout	108
6	holdout	109
7	holdout	110
8	holdout	111
9	holdout	112
10	holdout	113
11	holdout	114
12	holdout	115
13	holdout	116
14	holdout	117
15	holdout	118
16	holdout	119
17	holdout	120
18	holdout	121
19	holdout	122
20	holdout	123
21	holdout	124
22	holdout	125
23	holdout	126
24	holdout	127
25	holdout	128
26	holdout	129
27	holdout	130
28	holdout	131
29	holdout	132
30	holdout	133
31	holdout	134
32	holdout	135
33	holdout	136
34	holdout	137
35	holdout	138
36	holdout	139
37	holdout	140
38	holdout	141
39	holdout	142
40	holdout	143
41	holdout	144
42	holdout	2367
43	holdout	2368
44	holdout	2369
45	holdout	2370
46	holdout	2371
47	holdout	2372
48	holdout	2373
49	holdout	2374
50	holdout	2375
51	holdout	2376
52	holdout	2377
53	holdout	2378
54	holdout	2379
55	holdout	2380
56	holdout	2381
57	holdout	2382
58	holdout	2383
59	holdout	2384
60	holdout	2385
61	holdout	2386
62	holdout	2387
63	holdout	2388
64	holdout	2389
65	holdout	2390
66	holdout	392
67	holdout	393
68	holdout	394
69	holdout	395
70	holdout	396
71	holdout	397
72	holdout	398
73	holdout	399
74	holdout	400
75	holdout	401
76	holdout	402
77	holdout	403
78	holdout	404
79	holdout	405
80	holdout	406
81	holdout	407
82	holdout	408
83	holdout	409
84	holdout	410
85	holdout	411
86	holdout	412
87	holdout	413
88	holdout	414
89	holdout	415
90	holdout	416
91	holdout	417
92	holdout	418
93	holdout	419
94	holdout	420
95	holdout	421
96	holdout	422
97	holdout	423
98	holdout	424
99	holdout	425
100	holdout	426
101	holdout	427
102	holdout	428
103	holdout	429
104	holdout	430
105	holdout	431
106	holdout	432
107	holdout	433
108	holdout	434
109	holdout	435
110	holdout	436
111	holdout	437
112	holdout	438
113	holdout	2482
114	holdout	2483
115	holdout	2484
116	holdout	2485
117	holdout	2486
118	holdout	2487
119	holdout	2488
120	holdout	2489
121	holdout	2490
122	holdout	2491
123	holdout	2492
124	holdout	2493
125	holdout	2494
126	holdout	2495
127	holdout	2496
128	holdout	2497
129	holdout	2498
130	holdout	2499
131	holdout	2500
132	holdout	2501
133	holdout	2502
134	holdout	2503
135	holdout	2504
136	holdout	2505
137	holdout	2506
138	holdout	2507
139	holdout	2508
140	holdout	2509
141	holdout	2510
142	holdout	2511
143	holdout	2512
144	holdout	2513
145	holdout	2514
146	holdout	2515
147	holdout	2516
148	holdout	2517
149	holdout	2518
150	test	822
151	test	2016
152	test	1983
153	test	3769
154	test	2111
155	test	2472
156	test	1672
157	test	2519
158	test	751
159	test	101
160	test	714
161	test	3512
162	test	1942
163	test	1782
164	test	906
165	test	2725
166	test	149
167	test	1264
168	test	916
169	test	1331
170	test	2341
171	test	2756
172	test	1379
173	test	2533
174	test	1457
175	test	1766
176	test	1781
177	test	3834
178	test	2429
179	test	1125
180	test	3943
181	test	4070
182	test	901
183	test	531
184	test	2544
185	test	2772
186	test	3024
187	test	1565
188	test	3881
189	test	4126
190	test	3537
191	test	557
192	test	4221
193	test	1628
194	test	278
195	test	77
196	test	2845
197	test	2401
198	test	1755
199	test	3126
200	test	4299
201	test	146
202	test	367
203	test	3044
204	test	2289
205	test	3427
206	test	1207
207	test	497
208	test	27
209	test	3534
210	test	1829
211	test	2227
212	test	288
213	test	3642
214	test	1790
215	test	2240
216	test	1178
217	test	2565
218	test	2171
219	test	1651
220	test	284
221	test	1378
222	test	2536
223	test	1583
224	test	1866
225	test	808
226	test	2104
227	test	2748
228	test	177
229	test	151
230	test	2147
231	test	2059
232	test	3395
233	test	303
234	test	2789
235	test	3429
236	test	4152
237	test	192
238	test	3202
239	test	3227
240	test	547
241	test	952
242	test	1658
243	test	3037
244	test	989
245	test	501
246	test	4288
247	test	213
248	test	1923
249	test	990
250	test	1825
251	test	2317
252	test	4287
253	test	1273
254	test	3639
255	test	175
256	test	3811
257	test	2896
258	test	244
259	test	1817
260	test	2925
261	test	1904
262	test	2808
263	test	3460
264	test	2360
265	test	4005
266	test	955
267	test	4176
268	test	770
269	test	3618
270	test	2197
271	test	781
272	test	1257
273	test	2087
274	test	625
275	test	4282
276	test	2710
277	test	971
278	test	2829
279	test	4279
280	test	3770
281	test	1515
282	test	1000
283	test	489
284	test	316
285	test	3215
286	test	3064
287	test	3344
288	test	2160
289	test	3759
290	test	386
291	test	1529
292	test	4067
293	test	2074
294	test	1482
295	test	3671
296	test	2362
297	test	2716
298	test	2688
299	test	3547
300	test	3556
301	test	607
302	test	2618
303	test	2063
304	test	2633
305	test	145
306	test	79
307	test	998
308	test	1138
309	test	3447
310	test	2776
311	test	2353
312	test	460
313	test	2684
314	test	2731
315	test	3782
316	test	698
317	test	2583
318	test	1832
319	test	3747
320	test	3493
321	test	3594
322	test	1021
323	test	941
324	test	3693
325	test	3121
326	test	4003
327	test	2148
328	test	3952
329	test	1397
330	test	1725
331	test	1315
332	test	3616
333	test	2871
334	test	1228
335	test	892
336	test	2525
337	test	4205
338	test	3006
339	test	1811
340	test	4147
341	test	4044
342	test	1554
343	test	3963
344	test	1973
345	test	2437
346	test	2244
347	test	860
348	test	4007
349	test	3483
350	test	370
351	test	526
352	test	2865
353	test	3593
354	test	2699
355	test	2730
356	test	763
357	test	1553
358	test	8
359	test	3284
360	test	2632
361	test	1772
362	test	3659
363	test	2436
364	test	1468
365	test	3264
366	test	943
367	test	984
368	test	1738
369	test	2017
370	test	1337
371	test	3061
372	test	1572
373	test	3046
374	test	779
375	test	3527
376	test	2100
377	test	2079
378	test	3888
379	test	1364
380	test	2096
381	test	1085
382	test	3386
383	test	2298
384	test	2261
385	test	894
386	test	1814
387	test	1317
388	test	1096
389	test	226
390	test	2616
391	test	1875
392	test	3809
393	test	2047
394	test	2202
395	test	2656
396	test	2863
397	test	3266
398	test	4136
399	test	1582
400	test	1627
401	test	1486
402	test	4293
403	test	1490
404	test	3640
405	test	4104
406	test	3515
407	test	2635
408	test	2650
409	test	1439
410	test	1141
411	test	455
412	test	343
413	test	2061
414	test	2562
415	test	2687
416	test	2115
417	test	231
418	test	1536
419	test	1010
420	test	3865
421	test	2203
422	test	2051
423	test	262
424	test	908
425	test	4061
426	test	2439
427	test	1210
428	test	1102
429	test	3544
430	test	3220
431	test	221
432	test	3941
433	test	2547
434	test	3200
435	test	1393
436	test	2588
437	test	1383
438	test	2174
439	test	3326
440	test	3560
441	test	2857
442	test	736
443	test	3833
444	test	1258
445	test	3443
446	test	2309
447	test	3325
448	test	1608
449	test	4081
450	test	3650
451	test	1061
452	test	1235
453	test	4142
454	test	1236
455	test	3551
456	test	1980
457	test	3705
458	test	1152
459	test	277
460	test	1718
461	test	837
462	test	810
463	test	2252
464	test	1064
465	test	2030
466	test	2888
467	test	2600
468	test	2443
469	test	1348
470	test	682
471	test	3181
472	test	3442
473	test	794
474	test	1472
475	test	4210
476	test	1739
477	test	2479
478	test	1463
479	test	1922
480	test	3498
481	test	2923
482	test	486
483	test	3803
484	test	2535
485	test	3379
486	test	1175
487	test	3298
488	test	1998
489	test	2671
490	test	1967
491	test	2867
492	test	3349
493	test	761
494	test	735
495	test	3476
496	test	3538
497	test	3138
498	test	1462
499	test	3435
500	test	2531
501	test	3053
502	test	2931
503	test	2874
504	test	958
505	test	2634
506	test	1543
507	test	3591
508	test	2924
509	test	1284
510	test	3864
511	test	3159
512	test	1269
513	test	1731
514	test	3413
515	test	1804
516	test	2996
517	test	3119
518	test	224
519	test	3514
520	test	1306
521	test	2405
522	test	3222
523	test	1370
524	test	750
525	test	3095
526	test	2481
527	test	1576
528	test	2989
529	test	1153
530	test	3814
531	test	3661
532	test	1660
533	test	3817
534	test	3052
535	test	4092
536	test	529
537	test	2165
538	test	2340
539	test	2532
540	test	2814
541	test	3313
542	test	3070
543	test	961
544	test	1183
545	test	2026
546	test	2934
547	test	1192
548	test	1537
549	test	2425
550	test	3296
551	test	3280
552	test	3424
553	test	3710
554	test	6
555	test	83
556	test	3103
557	test	2825
558	test	1473
559	test	928
560	test	1341
561	test	2339
562	test	811
563	test	360
564	test	1062
565	test	602
566	test	2469
567	test	1240
568	test	3974
569	test	320
570	test	2006
571	test	2334
572	test	1682
573	test	2660
574	test	1984
575	test	385
576	test	2926
577	test	2242
578	test	2319
579	test	368
580	test	1343
581	test	1539
582	test	372
583	test	2156
584	test	3077
585	test	1806
586	test	69
587	test	816
588	test	3510
589	test	3294
590	test	3751
591	test	3725
592	test	939
593	test	532
594	test	2652
595	test	1986
596	test	3883
597	test	604
598	test	3007
599	test	2262
600	test	792
601	test	3772
602	test	4218
603	test	1260
604	test	3047
605	test	888
606	test	3835
607	test	3457
608	test	40
609	test	2655
610	test	1844
611	test	780
612	test	2714
613	test	2891
614	test	1065
615	test	1311
616	test	1270
617	test	3729
618	test	3228
619	test	1219
620	test	4292
621	test	2136
622	test	2608
623	test	2576
624	test	1909
625	test	2265
626	test	814
627	test	2647
628	test	3153
629	test	2913
630	test	2232
631	test	2691
632	test	3425
633	test	2307
634	test	1757
635	test	603
636	test	2873
637	test	1617
638	test	3978
639	test	3454
640	test	658
641	test	1771
642	test	864
643	test	1297
644	test	584
645	test	1098
646	test	2332
647	test	3471
648	test	2707
649	test	1592
650	test	3958
651	test	3838
652	test	2163
653	test	2701
654	test	1399
655	test	3596
656	test	377
657	test	1503
658	test	1048
659	test	365
660	test	3931
661	test	4114
662	test	1881
663	test	3844
664	test	1827
665	test	3291
666	test	4040
667	test	4002
668	test	1121
669	test	3979
670	test	3364
671	test	4117
672	test	2000
673	test	3101
674	test	3846
675	test	2342
676	test	2364
677	test	4097
678	test	289
679	test	686
680	test	2102
681	test	1676
682	test	3054
683	test	3916
684	test	3237
685	test	769
686	test	3186
687	test	749
688	test	987
689	test	680
690	test	2477
691	test	3494
692	test	203
693	test	1742
694	test	1340
695	test	3736
696	test	1158
697	test	2993
698	test	2629
699	test	314
700	test	4018
701	test	2682
702	test	1876
703	test	152
704	test	2754
705	test	1822
706	test	624
707	test	1058
708	test	3742
709	test	387
710	test	1853
711	test	22
712	test	1440
713	test	1910
714	test	3696
715	test	2093
716	test	2323
717	test	1404
718	test	3099
719	test	257
720	test	2037
721	test	2009
722	test	46
723	test	1046
724	test	3525
725	test	345
726	test	2681
727	test	2216
728	test	2908
729	test	3718
730	test	1761
731	test	1296
732	test	506
733	test	1520
734	test	2067
735	test	338
736	test	1161
737	test	3419
738	test	1060
739	test	2995
740	test	3577
741	test	2452
742	test	1166
743	test	1129
744	test	3032
745	train	4
746	train	5
747	train	7
748	train	9
749	train	10
750	train	11
751	train	12
752	train	13
753	train	14
754	train	15
755	train	16
756	train	17
757	train	18
758	train	19
759	train	20
760	train	21
761	train	23
762	train	24
763	train	25
764	train	26
765	train	28
766	train	29
767	train	30
768	train	31
769	train	32
770	train	33
771	train	34
772	train	35
773	train	36
774	train	37
775	train	38
776	train	39
777	train	41
778	train	42
779	train	43
780	train	44
781	train	45
782	train	47
783	train	48
784	train	49
785	train	50
786	train	51
787	train	52
788	train	53
789	train	54
790	train	55
791	train	56
792	train	57
793	train	58
794	train	59
795	train	60
796	train	61
797	train	62
798	train	63
799	train	64
800	train	65
801	train	66
802	train	67
803	train	68
804	train	70
805	train	71
806	train	72
807	train	73
808	train	74
809	train	75
810	train	76
811	train	78
812	train	80
813	train	81
814	train	82
815	train	84
816	train	85
817	train	86
818	train	87
819	train	88
820	train	89
821	train	90
822	train	91
823	train	92
824	train	93
825	train	94
826	train	95
827	train	96
828	train	97
829	train	98
830	train	99
831	train	100
832	train	102
833	train	103
834	train	104
835	train	105
836	train	106
837	train	147
838	train	148
839	train	150
840	train	153
841	train	154
842	train	155
843	train	156
844	train	157
845	train	158
846	train	159
847	train	160
848	train	162
849	train	163
850	train	166
851	train	167
852	train	168
853	train	169
854	train	170
855	train	171
856	train	176
857	train	178
858	train	179
859	train	180
860	train	181
861	train	182
862	train	183
863	train	185
864	train	186
865	train	187
866	train	188
867	train	189
868	train	190
869	train	191
870	train	193
871	train	194
872	train	195
873	train	196
874	train	197
875	train	198
876	train	199
877	train	200
878	train	201
879	train	204
880	train	207
881	train	208
882	train	209
883	train	210
884	train	211
885	train	212
886	train	214
887	train	215
888	train	216
889	train	217
890	train	218
891	train	219
892	train	220
893	train	222
894	train	223
895	train	225
896	train	227
897	train	228
898	train	229
899	train	230
900	train	232
901	train	233
902	train	234
903	train	235
904	train	236
905	train	237
906	train	238
907	train	239
908	train	240
909	train	241
910	train	242
911	train	243
912	train	245
913	train	246
914	train	247
915	train	248
916	train	249
917	train	250
918	train	251
919	train	252
920	train	253
921	train	254
922	train	255
923	train	256
924	train	258
925	train	259
926	train	260
927	train	261
928	train	263
929	train	264
930	train	265
931	train	266
932	train	267
933	train	268
934	train	269
935	train	270
936	train	271
937	train	272
938	train	273
939	train	274
940	train	275
941	train	276
942	train	279
943	train	280
944	train	281
945	train	282
946	train	283
947	train	285
948	train	286
949	train	287
950	train	290
951	train	291
952	train	292
953	train	293
954	train	294
955	train	295
956	train	296
957	train	297
958	train	298
959	train	299
960	train	300
961	train	301
962	train	302
963	train	304
964	train	305
965	train	306
966	train	307
967	train	308
968	train	309
969	train	310
970	train	311
971	train	312
972	train	313
973	train	315
974	train	317
975	train	318
976	train	319
977	train	321
978	train	322
979	train	323
980	train	324
981	train	325
982	train	326
983	train	327
984	train	328
985	train	329
986	train	330
987	train	331
988	train	332
989	train	333
990	train	334
991	train	335
992	train	336
993	train	337
994	train	339
995	train	340
996	train	341
997	train	342
998	train	344
999	train	346
1000	train	347
1001	train	348
1002	train	349
1003	train	350
1004	train	351
1005	train	352
1006	train	353
1007	train	354
1008	train	355
1009	train	356
1010	train	357
1011	train	358
1012	train	359
1013	train	361
1014	train	362
1015	train	363
1016	train	364
1017	train	366
1018	train	369
1019	train	371
1020	train	373
1021	train	374
1022	train	375
1023	train	376
1024	train	378
1025	train	379
1026	train	380
1027	train	381
1028	train	382
1029	train	383
1030	train	384
1031	train	388
1032	train	389
1033	train	390
1034	train	391
1035	train	439
1036	train	440
1037	train	441
1038	train	442
1039	train	443
1040	train	444
1041	train	445
1042	train	446
1043	train	447
1044	train	448
1045	train	449
1046	train	450
1047	train	451
1048	train	452
1049	train	453
1050	train	454
1051	train	456
1052	train	457
1053	train	458
1054	train	459
1055	train	461
1056	train	462
1057	train	463
1058	train	464
1059	train	465
1060	train	466
1061	train	467
1062	train	468
1063	train	469
1064	train	470
1065	train	474
1066	train	476
1067	train	477
1068	train	478
1069	train	479
1070	train	480
1071	train	481
1072	train	482
1073	train	483
1074	train	484
1075	train	485
1076	train	487
1077	train	488
1078	train	490
1079	train	491
1080	train	492
1081	train	493
1082	train	494
1083	train	495
1084	train	496
1085	train	498
1086	train	499
1087	train	500
1088	train	502
1089	train	503
1090	train	504
1091	train	505
1092	train	507
1093	train	508
1094	train	509
1095	train	510
1096	train	511
1097	train	512
1098	train	513
1099	train	514
1100	train	515
1101	train	516
1102	train	517
1103	train	518
1104	train	519
1105	train	521
1106	train	523
1107	train	524
1108	train	525
1109	train	527
1110	train	528
1111	train	530
1112	train	533
1113	train	534
1114	train	535
1115	train	536
1116	train	537
1117	train	538
1118	train	539
1119	train	540
1120	train	541
1121	train	542
1122	train	544
1123	train	545
1124	train	546
1125	train	548
1126	train	549
1127	train	550
1128	train	551
1129	train	552
1130	train	553
1131	train	554
1132	train	555
1133	train	556
1134	train	558
1135	train	559
1136	train	560
1137	train	561
1138	train	562
1139	train	563
1140	train	564
1141	train	565
1142	train	566
1143	train	567
1144	train	568
1145	train	569
1146	train	570
1147	train	571
1148	train	574
1149	train	576
1150	train	578
1151	train	579
1152	train	580
1153	train	581
1154	train	582
1155	train	583
1156	train	585
1157	train	586
1158	train	590
1159	train	591
1160	train	592
1161	train	594
1162	train	595
1163	train	596
1164	train	597
1165	train	598
1166	train	599
1167	train	600
1168	train	601
1169	train	605
1170	train	606
1171	train	608
1172	train	609
1173	train	610
1174	train	626
1175	train	635
1176	train	636
1177	train	637
1178	train	638
1179	train	639
1180	train	659
1181	train	660
1182	train	661
1183	train	662
1184	train	663
1185	train	664
1186	train	665
1187	train	674
1188	train	679
1189	train	681
1190	train	683
1191	train	684
1192	train	685
1193	train	687
1194	train	688
1195	train	689
1196	train	690
1197	train	691
1198	train	692
1199	train	693
1200	train	694
1201	train	695
1202	train	696
1203	train	697
1204	train	699
1205	train	700
1206	train	701
1207	train	702
1208	train	703
1209	train	704
1210	train	705
1211	train	706
1212	train	707
1213	train	708
1214	train	709
1215	train	710
1216	train	711
1217	train	712
1218	train	713
1219	train	715
1220	train	716
1221	train	717
1222	train	718
1223	train	719
1224	train	720
1225	train	721
1226	train	722
1227	train	723
1228	train	724
1229	train	725
1230	train	726
1231	train	727
1232	train	728
1233	train	729
1234	train	730
1235	train	731
1236	train	732
1237	train	733
1238	train	734
1239	train	737
1240	train	738
1241	train	739
1242	train	740
1243	train	741
1244	train	742
1245	train	743
1246	train	744
1247	train	745
1248	train	746
1249	train	747
1250	train	748
1251	train	752
1252	train	753
1253	train	754
1254	train	755
1255	train	756
1256	train	757
1257	train	758
1258	train	759
1259	train	760
1260	train	762
1261	train	764
1262	train	765
1263	train	766
1264	train	767
1265	train	768
1266	train	771
1267	train	772
1268	train	773
1269	train	774
1270	train	775
1271	train	776
1272	train	777
1273	train	778
1274	train	782
1275	train	784
1276	train	785
1277	train	786
1278	train	787
1279	train	788
1280	train	789
1281	train	790
1282	train	791
1283	train	793
1284	train	795
1285	train	796
1286	train	797
1287	train	798
1288	train	799
1289	train	800
1290	train	801
1291	train	802
1292	train	803
1293	train	804
1294	train	805
1295	train	806
1296	train	807
1297	train	809
1298	train	815
1299	train	817
1300	train	818
1301	train	819
1302	train	820
1303	train	821
1304	train	823
1305	train	824
1306	train	825
1307	train	826
1308	train	827
1309	train	828
1310	train	829
1311	train	830
1312	train	831
1313	train	832
1314	train	833
1315	train	834
1316	train	835
1317	train	836
1318	train	838
1319	train	839
1320	train	840
1321	train	841
1322	train	842
1323	train	843
1324	train	844
1325	train	845
1326	train	846
1327	train	847
1328	train	848
1329	train	849
1330	train	850
1331	train	851
1332	train	852
1333	train	853
1334	train	854
1335	train	855
1336	train	856
1337	train	857
1338	train	858
1339	train	859
1340	train	861
1341	train	862
1342	train	863
1343	train	865
1344	train	866
1345	train	867
1346	train	868
1347	train	869
1348	train	870
1349	train	871
1350	train	872
1351	train	873
1352	train	874
1353	train	875
1354	train	876
1355	train	877
1356	train	878
1357	train	879
1358	train	880
1359	train	881
1360	train	882
1361	train	883
1362	train	884
1363	train	885
1364	train	886
1365	train	887
1366	train	889
1367	train	890
1368	train	891
1369	train	893
1370	train	895
1371	train	896
1372	train	897
1373	train	898
1374	train	899
1375	train	900
1376	train	902
1377	train	903
1378	train	904
1379	train	905
1380	train	907
1381	train	909
1382	train	910
1383	train	911
1384	train	912
1385	train	913
1386	train	914
1387	train	915
1388	train	917
1389	train	918
1390	train	919
1391	train	920
1392	train	921
1393	train	922
1394	train	923
1395	train	924
1396	train	925
1397	train	926
1398	train	927
1399	train	929
1400	train	930
1401	train	931
1402	train	932
1403	train	933
1404	train	934
1405	train	935
1406	train	936
1407	train	937
1408	train	938
1409	train	940
1410	train	942
1411	train	944
1412	train	945
1413	train	946
1414	train	947
1415	train	948
1416	train	949
1417	train	950
1418	train	951
1419	train	953
1420	train	954
1421	train	956
1422	train	957
1423	train	959
1424	train	960
1425	train	962
1426	train	963
1427	train	964
1428	train	965
1429	train	966
1430	train	967
1431	train	968
1432	train	969
1433	train	970
1434	train	972
1435	train	973
1436	train	974
1437	train	975
1438	train	976
1439	train	977
1440	train	978
1441	train	979
1442	train	980
1443	train	981
1444	train	982
1445	train	983
1446	train	985
1447	train	986
1448	train	988
1449	train	991
1450	train	992
1451	train	993
1452	train	994
1453	train	995
1454	train	996
1455	train	997
1456	train	999
1457	train	1001
1458	train	1002
1459	train	1003
1460	train	1004
1461	train	1005
1462	train	1006
1463	train	1007
1464	train	1008
1465	train	1009
1466	train	1011
1467	train	1012
1468	train	1013
1469	train	1014
1470	train	1015
1471	train	1016
1472	train	1017
1473	train	1018
1474	train	1019
1475	train	1020
1476	train	1022
1477	train	1023
1478	train	1024
1479	train	1025
1480	train	1026
1481	train	1027
1482	train	1028
1483	train	1029
1484	train	1030
1485	train	1031
1486	train	1032
1487	train	1033
1488	train	1034
1489	train	1035
1490	train	1036
1491	train	1037
1492	train	1038
1493	train	1039
1494	train	1040
1495	train	1041
1496	train	1042
1497	train	1043
1498	train	1044
1499	train	1045
1500	train	1047
1501	train	1049
1502	train	1050
1503	train	1051
1504	train	1052
1505	train	1053
1506	train	1054
1507	train	1055
1508	train	1056
1509	train	1057
1510	train	1059
1511	train	1063
1512	train	1066
1513	train	1067
1514	train	1068
1515	train	1069
1516	train	1070
1517	train	1071
1518	train	1072
1519	train	1073
1520	train	1074
1521	train	1075
1522	train	1076
1523	train	1077
1524	train	1078
1525	train	1079
1526	train	1080
1527	train	1081
1528	train	1082
1529	train	1083
1530	train	1084
1531	train	1086
1532	train	1087
1533	train	1088
1534	train	1089
1535	train	1090
1536	train	1091
1537	train	1092
1538	train	1093
1539	train	1094
