	Coef_Num	Phenotypic_Class	Value
0	0	ADCCM	0.011862033598175446
1	0	Anaphase	0.01995199641371951
2	0	Apoptosis	0.010964583131509454
3	0	Artefact	0.01665032317934241
4	0	Binuclear	0.0051410485019895875
5	0	Elongated	0.004339139857611868
6	0	Grape	0.044057694776634286
7	0	Hole	0.013557681835892028
8	0	Interphase	0.12308816981413298
9	0	Large	0.038061272532520604
10	0	Metaphase	0.06127624785835585
11	0	MetaphaseAlignment	0.0605051155836566
12	0	OutOfFocus	0.0
13	0	Polylobed	0.0050357432332552
14	0	Prometaphase	0.019254506877429342
15	0	SmallIrregular	0.1725592628198402
16	1	ADCCM	0.03826751435475108
17	1	Anaphase	0.0
18	1	Apoptosis	0.0
19	1	Artefact	0.030429878363166754
20	1	Binuclear	0.05280277573118088
21	1	Elongated	0.004323681953450705
22	1	Grape	4.301329093798158e-08
23	1	Hole	0.0036714093927213832
24	1	Interphase	0.0
25	1	Large	0.01236482190783035
26	1	Metaphase	0.009875023153792292
27	1	MetaphaseAlignment	1.0639719435996487e-07
28	1	OutOfFocus	0.0
29	1	Polylobed	0.0001792037730692138
30	1	Prometaphase	0.0017188334683351624
31	1	SmallIrregular	0.01856071549560854
32	2	ADCCM	0.048010356602565335
33	2	Anaphase	0.003360081330895794
34	2	Apoptosis	0.0017141067460750684
35	2	Artefact	0.05924650509755064
36	2	Binuclear	0.03588506934790657
37	2	Elongated	0.03373302452673868
38	2	Grape	0.034389366883437154
39	2	Hole	0.0
40	2	Interphase	0.04256859745755391
41	2	Large	0.0009571219220569645
42	2	Metaphase	0.0
43	2	MetaphaseAlignment	5.028227117785574e-08
44	2	OutOfFocus	0.0
45	2	Polylobed	0.0
46	2	Prometaphase	0.06965972319944488
47	2	SmallIrregular	0.03983606276869074
48	3	ADCCM	0.02039436802007728
49	3	Anaphase	0.0
50	3	Apoptosis	0.042203873545912214
51	3	Artefact	0.026401268713867023
52	3	Binuclear	0.09810598423550224
53	3	Elongated	0.07179041562093957
54	3	Grape	0.0
55	3	Hole	0.061451077951007786
56	3	Interphase	0.16141175253442888
57	3	Large	0.0
58	3	Metaphase	0.0
59	3	MetaphaseAlignment	4.3742811105543256e-08
60	3	OutOfFocus	0.0021999075832948205
61	3	Polylobed	0.020280029194489995
62	3	Prometaphase	0.0
63	3	SmallIrregular	0.009974973037674256
64	4	ADCCM	0.015898366786591137
65	4	Anaphase	0.015761407710020554
66	4	Apoptosis	0.003008534044341894
67	4	Artefact	0.001998552139612851
68	4	Binuclear	0.033467942502337825
69	4	Elongated	0.006132539922387701
70	4	Grape	0.0006079028722761586
71	4	Hole	0.011146635246259433
72	4	Interphase	0.03930052746738342
73	4	Large	0.0
74	4	Metaphase	0.04025671002716182
75	4	MetaphaseAlignment	0.0
76	4	OutOfFocus	0.002771006010299006
77	4	Polylobed	0.025606821802142812
78	4	Prometaphase	0.0012667252119769486
79	4	SmallIrregular	0.03118820165451493
80	5	ADCCM	0.03252115963478009
81	5	Anaphase	0.03983036635189764
82	5	Apoptosis	0.050515062877505915
83	5	Artefact	0.0
84	5	Binuclear	0.08928524996816363
85	5	Elongated	1.756672115535354e-07
86	5	Grape	0.06788025910123338
87	5	Hole	0.02023236762280291
88	5	Interphase	0.059610242809367234
89	5	Large	0.0
90	5	Metaphase	0.0
91	5	MetaphaseAlignment	0.021287825210200752
92	5	OutOfFocus	0.008066382418589944
93	5	Polylobed	0.0406427045948144
94	5	Prometaphase	0.015134194175434513
95	5	SmallIrregular	0.0
96	6	ADCCM	0.006290162600879337
97	6	Anaphase	0.0
98	6	Apoptosis	0.0
99	6	Artefact	0.010257762766780034
100	6	Binuclear	0.03251126494550279
101	6	Elongated	0.0008344306451577715
102	6	Grape	0.11075121286814035
103	6	Hole	0.001159540272041403
104	6	Interphase	0.11195119589778757
105	6	Large	0.029018167219199663
106	6	Metaphase	0.037740553200565435
107	6	MetaphaseAlignment	0.019072926125255768
108	6	OutOfFocus	0.005888511802160162
109	6	Polylobed	0.09760883455613392
110	6	Prometaphase	0.015190737929571959
111	6	SmallIrregular	0.01578471228161251
112	7	ADCCM	0.020756381372503418
113	7	Anaphase	0.07771746216630081
114	7	Apoptosis	0.03257715692449163
115	7	Artefact	0.012444174609495505
116	7	Binuclear	0.05868108828746113
117	7	Elongated	0.03336637955959653
118	7	Grape	0.07921831419817543
119	7	Hole	0.04403542308720428
120	7	Interphase	0.028640770315479673
121	7	Large	0.0010768546423906154
122	7	Metaphase	0.03998514830108523
123	7	MetaphaseAlignment	0.05398974304079904
124	7	OutOfFocus	0.04355059765657272
125	7	Polylobed	0.06122873774068607
126	7	Prometaphase	0.07698607671386007
127	7	SmallIrregular	1.0240949215792458e-06
128	8	ADCCM	8.007930323268477e-08
129	8	Anaphase	0.0033101163610992942
130	8	Apoptosis	0.0005224501114502375
131	8	Artefact	0.05166948984425379
132	8	Binuclear	0.04003263732587256
133	8	Elongated	0.018275021306073044
134	8	Grape	0.006594952516699472
135	8	Hole	0.0
136	8	Interphase	0.0009086356481630433
137	8	Large	0.05203270741535484
138	8	Metaphase	0.0
139	8	MetaphaseAlignment	0.009334040118224396
140	8	OutOfFocus	0.01265082635492574
141	8	Polylobed	0.03689081063574163
142	8	Prometaphase	0.03501453446317541
143	8	SmallIrregular	0.002262636824847777
144	9	ADCCM	0.017218623466402995
145	9	Anaphase	0.0
146	9	Apoptosis	0.01026856568022246
147	9	Artefact	0.002080493542637789
148	9	Binuclear	0.06379132089706821
149	9	Elongated	0.0
150	9	Grape	0.0
151	9	Hole	0.010551820576213402
152	9	Interphase	0.003744325372224423
153	9	Large	0.010847921185051781
154	9	Metaphase	0.0
155	9	MetaphaseAlignment	0.013682755056690575
156	9	OutOfFocus	0.0
157	9	Polylobed	0.10080313365195437
158	9	Prometaphase	3.1952404995132526e-08
159	9	SmallIrregular	0.011476964527735965
160	10	ADCCM	0.013554114794717463
161	10	Anaphase	0.026446298101182916
162	10	Apoptosis	0.002446858444578553
163	10	Artefact	0.03761489899078733
164	10	Binuclear	0.07705622258960647
165	10	Elongated	0.010838189288528284
166	10	Grape	0.007884697471340817
167	10	Hole	0.00962343118786476
168	10	Interphase	0.018128023620726394
169	10	Large	0.011121191228030047
170	10	Metaphase	0.0007857391333502775
171	10	MetaphaseAlignment	0.06142510844060311
172	10	OutOfFocus	0.0
173	10	Polylobed	0.03362790784512294
174	10	Prometaphase	7.797482417793548e-08
175	10	SmallIrregular	0.0
176	11	ADCCM	3.011380954554383e-08
177	11	Anaphase	0.023584607183587472
178	11	Apoptosis	0.0
179	11	Artefact	0.028578165926886553
180	11	Binuclear	0.021744447203526356
181	11	Elongated	0.0
182	11	Grape	0.0
183	11	Hole	0.015448104757934598
184	11	Interphase	0.0
185	11	Large	0.013536474575449759
186	11	Metaphase	0.0
187	11	MetaphaseAlignment	0.03552873710390014
188	11	OutOfFocus	0.0051228960727241115
189	11	Polylobed	0.1257521461855073
190	11	Prometaphase	0.02820822372851117
191	11	SmallIrregular	0.0
192	12	ADCCM	0.022057049144752018
193	12	Anaphase	0.0
194	12	Apoptosis	0.009728419835566831
195	12	Artefact	0.0
196	12	Binuclear	0.005267651747435636
197	12	Elongated	0.0025380461176700343
198	12	Grape	0.039415556391297325
199	12	Hole	0.016699362223200606
200	12	Interphase	0.04111128098446809
201	12	Large	0.02993312017198604
202	12	Metaphase	0.0
203	12	MetaphaseAlignment	1.5969251265046718e-07
204	12	OutOfFocus	0.016770602961039417
205	12	Polylobed	0.059672688462516554
206	12	Prometaphase	0.0
207	12	SmallIrregular	0.0030511510413658628
208	13	ADCCM	0.004511858236015707
209	13	Anaphase	0.0
210	13	Apoptosis	6.300694691453321e-08
211	13	Artefact	0.03459849588659674
212	13	Binuclear	0.06971624662853074
213	13	Elongated	0.0024731126672029964
214	13	Grape	0.02027377078458455
215	13	Hole	0.014239472701978496
216	13	Interphase	0.06518021182496957
217	13	Large	0.0
218	13	Metaphase	0.00381834703958812
219	13	MetaphaseAlignment	0.0033102828585398814
220	13	OutOfFocus	0.0
221	13	Polylobed	0.01569176060041787
222	13	Prometaphase	0.0
223	13	SmallIrregular	0.0
224	14	ADCCM	0.016162625205332345
225	14	Anaphase	0.0006215579754312818
226	14	Apoptosis	0.05209317764822084
227	14	Artefact	0.06431398421142806
228	14	Binuclear	0.10126897680397688
229	14	Elongated	0.0
230	14	Grape	0.0030072884169466247
231	14	Hole	0.02310510745857778
232	14	Interphase	0.058939679036596776
233	14	Large	0.010059693064579331
234	14	Metaphase	0.03808474751449946
235	14	MetaphaseAlignment	0.004111139163983367
236	14	OutOfFocus	0.0
237	14	Polylobed	0.07903860801731492
238	14	Prometaphase	0.03256417507613917
239	14	SmallIrregular	0.011005568797591821
240	15	ADCCM	0.0367490143020892
241	15	Anaphase	0.0
242	15	Apoptosis	0.010760165542012274
243	15	Artefact	0.0009621096427886382
244	15	Binuclear	0.01387283569466838
245	15	Elongated	0.007992486549611186
246	15	Grape	0.033819268157157634
247	15	Hole	0.007426233052749905
248	15	Interphase	0.0022667889705500557
249	15	Large	0.021994263452749734
250	15	Metaphase	0.01991722889257126
251	15	MetaphaseAlignment	0.020734122212613566
252	15	OutOfFocus	0.0
253	15	Polylobed	0.003205362212575417
254	15	Prometaphase	0.01379139381140023
255	15	SmallIrregular	0.015437489307927798
